DO,BOD,NH3N,EC,SS,Score
104.2,1.4,0.02,339,1.8,92.77
108.1,0.7,0.02,235,2.3,95.02
94.5,2.6,0.39,467,20.9,79.36
109.6,4.3,0.17,717,44.2,67.14
114.4,1,0.02,378,2.1,92.82
107,1.1,0.03,347,7.3,93.51
109.6,0.9,0.04,378,4.5,93.76
96,1.2,1.27,579,22.3,79.86
92.6,1.6,1.51,34900,20.2,76.8
74.2,13.1,26.4,12000,53.2,40.62
121.8,0.2,0.03,510,3.5,93.74
107.6,9.8,0.18,557,5.6,74.45
85.6,3.1,0.37,37100,14.4,75.55
92.8,0.4,0.28,30800,20.5,88.69
108,0.1,0.01,196,2.2,97.08
118.2,0.7,0.07,229,2.8,92.41
117.2,0.2,0.03,269,7.3,94.82
97,0.2,0.01,150,1.9,97.65
104.8,1.1,0.01,398,190,78.87
103.2,0.7,0.01,444,114,80.54
99.7,3.4,0.05,404,1.6,84.53
97.9,0.3,0.19,633,97,82.45
104.9,0.2,0.01,220,1.4,97.19
103,3.4,0.01,252,1.6,84.91
104.8,0.5,0.01,244,1.8,96.28
107,1.1,0.01,250,2.2,93.81
102,1.1,0.05,228,7.1,93.74
116,3.4,0.01,252,3.7,82.92
125.1,7.5,0.08,797,2.8,73.84
119.8,1.2,0.14,461,7.8,89.14
103.2,0.8,0.01,249,1,95.38
109.8,0.1,0.05,339,18,92.41
83.7,5.5,2.11,452,68.2,55.78
103.8,1.4,0.1,496,6.4,91.64
75.8,6.8,2.37,522,83.8,50.07
83.4,10.6,4.24,495,28,51.77
103.2,5.4,1.2,432,12.8,67.67
84.4,2.7,1.62,387,8.3,75.07
76.5,2.5,1.44,377,11.8,69.16
97.2,2.9,0.66,360,11.4,75.57
97.3,1.5,0.29,399,9.3,89.07
77.2,1.9,0.6,440,55,67.22
88,14.3,1.05,661,49.5,52.73
106.2,1.4,0.1,321,11.5,87.58
101,8.4,0.04,414,2.6,78
87,3.1,0.53,222,5.2,78.81
102.8,0.7,0.12,287,20.4,90.39
105.2,0.7,0.1,290,15.7,90.43
72.6,12.9,2.93,765,38.7,47.17
99.4,2.3,0.37,549,69.8,72.3
101.8,0.6,0.39,542,86.8,78.88
101.4,4,0.23,526,56.8,67.91
106.6,3.8,0.02,474,5.6,83.16
110.5,1.2,0.03,478,4.6,92.59
78.7,13.2,2.14,647,53,48.12
77,15.1,1.87,634,56.2,47.21
40.9,3.5,1.76,797,79.4,38.16
48.8,5.8,6.45,1110,49,32.45
42.8,3.9,8.49,1370,39.4,36.12
16.8,9.5,13.2,5070,35.6,22.72
53.5,7.3,4.6,877,38.1,37.76
85.8,1.4,2.37,19900,57.8,66.86
97.5,15.2,0.2,538,77.2,60.65
90.6,11.2,0.71,754,56.6,56.19
69.2,4.6,4.03,797,94,45.13
8.6,20,10.9,976,19,23.49
30.6,4.4,15.5,1260,5.9,39.49
28.7,3.5,14.2,1140,23.5,37.3
65.8,2.3,11,1540,19.8,56.93
79.6,0.4,2.99,27600,51.3,67.39
58.3,2,0.78,567,6.2,66.57
108.5,0.8,0.03,598,14.6,90.64
64.4,2.6,8.5,960,8.6,58.79
43.6,5.1,7.76,1050,21.1,40.13
82.4,1.7,0.62,745,10.4,78.69
82.7,4.1,8.89,1000,28,55.79
89,1.8,0.9,24800,66.5,68.7
49.6,3.4,7.77,816,32,40.37
87.6,3.8,7.74,1220,22.2,62.55
27.7,3,10.6,17600,54.8,29.83
6.5,12.5,14.9,1520,47,16.42
36.5,1.7,8.33,24500,55.4,37.8
115.2,0.6,0.05,663,16,89.88
94.6,28,1.98,958,74.5,49.89
84,1.4,0.45,6100,55.3,73.43
118.4,2.7,0.16,26700,59,69.89
100.1,0.3,0.17,38800,46.8,81.79
99,0.4,0.04,886,9.8,96.55
111.4,1.8,0.05,560,82,77.27
107.4,0,0.03,583,22.9,93.16
99.3,0.3,0.03,617,18.6,93.2
18.1,8.9,10.8,999,20.7,28.18
46.2,7,5.99,14500,16.5,38.04
13.8,3.8,5.22,26000,13.4,33.34
65.5,4.8,3.29,34400,59.4,43.32
53.5,14.9,13.8,1210,14.8,37.39
26.3,14.1,3.1,680,20.7,31.02
40.8,2.2,5.48,588,9.3,50.55
42.2,2,4.76,662,16.8,48.85
89,2.1,1.62,520,14.3,74.81
21.2,3.2,9.84,922,9.9,40.26
88.3,1.2,0.01,486,4.5,93.39
53.1,5.9,3.3,1050,15.4,45.68
15.7,10.2,17.8,7860,13,26.82
14.8,7.1,14.2,1730,11.3,29.14
96.7,0.3,0.12,605,1030,78.65
69.5,2,3.32,706,47.4,54.5
57.6,7.3,8.84,9370,43,34.29
120.2,0.7,0.02,554,8.7,92.67
95,0.9,0.4,576,35.9,81.62
100.2,0.6,0.01,745,2.9,96.29
97.2,0.7,0.01,488,23.1,92.23
103.6,0.7,0.01,472,5.4,95.7
110.3,1.2,0.36,527,15.8,84.48
93.2,1.5,0.37,849,90.8,75.64
54.3,11,11.2,720,57.2,30.51
66.1,0,2.54,357,6,73.59
78.2,1.3,0.5,402,23.2,79.77
36.2,3.6,5.57,659,31.5,34.94
28,3.6,5.8,666,17.8,36.97
70.3,5,4.48,22700,39.4,48.79
70.5,1.8,0.9,689,29,64.72
90.6,2.6,1.99,3670,58.7,63.65
103,0.4,0.01,314,1.7,96.77
103.3,0.3,0.01,353,1.7,97.05
90.9,1.1,0.38,353,150,74.11
94.3,1.1,0.02,388,113,79.1
107.8,4.8,0.18,31000,37.5,69.82
108,1.2,0.01,384,6.2,93.27
98.3,1.2,0.03,8780,18.8,89.8
103.4,2.2,0.07,366,976,71.59
102.2,1.4,0.03,142,3.6,92.8
98.9,1.2,0.04,196,12.8,89.85
101.1,1.7,0.06,168,89,78.82
99.8,0.3,0.02,145,288,81.95
96.2,1.6,0.09,163,53.8,78.94
100.2,0.5,0.02,105,3.9,96.5
100.6,1.2,0.03,105,6.3,93.73
104,0.8,0.06,101,2.8,94.57
86,1.9,0.11,154,8.2,88.52
71.5,1.5,0.53,164,20,74.47
70.6,2.2,0.4,203,22.9,72.11
99.9,1.6,0.06,123,6.6,91.66
98.5,0.2,0.04,267,255,81.98
98.4,0.7,0.05,320,186,80.22
93,1.2,0.05,309,98.4,81.03
96,1.5,0.02,361,49.2,80.37
78.1,2.7,0.28,122,17,76.26
66.5,1.8,0.4,264,23,71.11
101.3,1.5,0.08,90,3.2,91.72
66,2.3,0.43,1830,23.7,68.35
98.2,0.4,0.08,392,426,78.9
99.1,0.4,0.02,291,51.8,84.51
97.2,0.5,0.06,380,414,78.88
101,0.7,0.16,412,51.5,81.42
100.2,0.6,0.03,348,51.8,83.65
100.8,0.5,0.05,428,31.8,87.46
117.4,0.2,0.02,248,6.9,94.93
101.2,1.8,0.01,310,10.8,87.67
98.9,0.6,0.08,420,6.2,95.33
101.4,1.7,0.08,448,8.5,90.85
101.5,0,0.03,203,1.2,97.58
101.3,1.2,0.3,305,2.5,90.05
75.6,1.5,0.7,384,10.5,75.73
70.2,1.7,0.3,476,11.1,75.09
105.1,0.2,0.04,212,2.3,96.72
106.7,4.3,0.03,447,206,66.69
99.2,0.8,0.02,304,6.7,95.48
99.7,1.1,0.07,502,5,93.58
102.3,0.3,0.05,489,6.3,96.54
88,1.1,0.34,554,164,74.13
88.7,2.4,0.9,617,68.4,66.65
96.1,0.4,0.08,601,4.6,96
101.2,0.2,0.01,602,28,88.95
98.9,2,0.19,126,8.6,88.18
96.2,2.8,0.22,132,23.8,80.66
95.9,2.4,0.26,140,35.5,77.04
101.2,0.2,0.03,377,9,97.21
101,1,0.04,124,30.7,85.8
99.9,0,0.04,128,17.1,93.72
57.6,2,0.94,222,21,61.42
72.3,0.9,0.64,7740,24.8,76.29
94.7,1.2,0.11,207,36,84.08
102.2,1.4,0.18,210,30.7,82.14
74.9,3.7,0.81,254,25.3,61.11
71.3,5.2,1.17,247,43.9,51.52
99,1.8,0.19,227,45.8,76.68
113.1,0.1,0.02,108,2.6,96.09
88,4,0.55,193,15.8,72.25
94.1,1.7,0.14,90,18.7,86.3
88,1.8,0.31,100,21.2,82.97
101.3,1.7,0.09,103,7.4,90.73
93.8,2,0.17,124,13.6,84.58
101.6,1.4,0.03,98,8.2,92.85
101.8,1.1,0.14,104,5,92.48
95.2,1.2,0.21,150,17.6,87.5
100.5,1.1,0.04,106,4.5,93.99
104.1,0.3,0.04,104,5,96.54
83.7,2.7,0.72,169,19.4,74.04
49.1,3.3,0.97,186,18,52.24
95.8,1.5,0.17,118,13,86.8
84.6,1.6,0.21,141,12.2,84.29
82.7,1.5,0.28,145,11.2,83.25
82.6,2.2,0.29,140,14.7,80.09
93.3,4.3,0.16,145,6.2,80.61
90.4,7.2,0.19,141,8.6,76.69
80.9,1.4,0.27,140,10.2,83.13
102.1,1.2,0.06,200,36.4,84.64
99.9,1.2,0.03,199,10.2,89.96
98.2,6.6,8.09,2910,9.5,63.49
94.5,7.1,3.4,1410,7.9,65.75
47.1,27.7,7.41,973,42.2,24.38
91.4,10.8,7.81,893,12.1,56.3
87.8,11.8,4.2,999,22.4,57.13
81.3,18.5,7.62,2670,6.7,55.59
74.9,11.1,6.74,1600,11.6,50.62
79.4,6.4,5.44,472,9.4,60.86
63.2,10.2,6.67,493,7.8,47.45
67.9,10.2,5.48,560,23.5,46.44
99.9,4.9,0.85,288,9.3,73.16
80.1,2.6,2.27,290,5.9,72.86
89.1,5.9,2.99,691,8.8,67.33
82.1,7.6,3.39,794,7.3,62.98
85,5.7,2.34,730,11.4,63.98
71,4,0.6,672,6.5,67.8
75,3.9,1.42,1380,7.3,67.2
69.7,7.2,3.24,1340,11.3,52.15
96.3,5.9,0.06,184,3.1,80.52
73,10.1,6.17,775,4.5,53.67
79.2,6.8,4.46,746,13,57.49
98,11,0.56,547,7,70.31
53.5,10.3,5.13,1020,13,39.8
90.4,4.7,0.47,429,6.8,76.12
94.6,4.1,0.71,442,11.8,71.36
113.1,1.2,0.14,364,6.2,90.56
120.3,0.7,0.09,382,5.4,91.63
53.1,6.9,1.39,486,15.4,47.5
74.4,7.1,9.88,2840,15.3,53.01
95.6,4.6,8.58,2120,11.4,61.85
88.9,1.8,0.21,681,23.8,84.37
78.4,3.4,3.48,8800,27.2,58.5
74.7,6,0.91,438,30.3,57.19
112.4,1.2,0.07,439,9.3,91.67
87.9,5.6,1.59,413,5.4,69.89
65,12.1,7.73,4500,15.7,43.61
87.4,9.3,7.17,3280,12.5,56.44
88.3,5.6,3.34,4280,21.3,63.28
72.7,6.2,5.06,4650,13.8,53.74
96.3,1.1,0.11,276,4.3,93.07
105.1,1.5,0.13,328,8,90.67
108.3,0.9,0.11,382,4.9,92.95
86.5,1.1,0.63,12600,46.7,73.41
101.1,3.8,0.41,296,7.3,78.65
99.8,0.8,0.01,285,1.8,95.61
117.1,0.2,0.01,288,2.2,95.14
108.4,0.9,0.01,317,1.1,94.39
108.7,0.1,0.01,317,1,96.97
123.4,0.3,0.01,352,2.4,93.35
106.8,0.2,0.01,220,2.2,96.96
97.3,6.8,0.38,479,5.4,75.2
96.2,21.4,0.12,707,17.4,69.23
94.8,2.8,0.07,401,5.6,86.46
95.4,0.9,0.03,407,5.2,94.97
67.2,0.6,2.1,11000,15.2,69.15
102.4,0.6,0.04,305,1.6,95.72
80.6,3.9,0.99,37600,30.2,61.53
54.8,13.8,23.6,17500,36,33.12
91.2,1.1,0.02,511,4.9,94.06
74.8,1.3,0.16,514,9,85.69
75.6,1.5,0.26,32600,7.7,83.31
86.8,1.4,0.55,33100,37.8,76.34
105.3,0.6,0.02,296,5.3,95.73
103.1,1.2,0.03,257,9.2,93.54
88.8,0.1,0.02,240,5,97.13
101.6,9.1,0.01,402,1,77.91
105.2,15.9,0.01,405,22,71.23
106.5,1.7,0.01,425,15.8,87.58
102.3,5.6,0.04,386,1.1,81.08
92.4,3.6,0.06,746,2.7,83.6
113.2,5.4,0.01,209,2,80.38
107.2,12.9,0.02,303,2.3,75.44
103.8,0.5,0.01,255,2.6,96.38
102.4,3.6,0.02,267,3.2,84.18
106.1,0.5,0.02,267,5.9,95.98
115.4,3.7,0.02,298,5.3,81.96
119.2,11.7,0.1,652,2.6,72.46
106.4,1.2,0.06,448,10.9,88.95
102,0.4,0.01,300,1,96.85
112,0.3,0.08,334,15.3,91.04
84,3,1.58,461,80.4,61.5
115,0.2,0.08,494,7.1,94.55
90,3.7,3.48,505,16.2,65.97
82,2.8,2.53,524,104,57.17
103.8,4.2,0.68,374,6.8,74.91
68.6,3.3,1.27,389,20.8,60.73
78.7,2.1,0.89,379,13,73.45
95.8,13.1,0.35,410,11.8,67.92
97.5,2,0.22,403,8.4,87.81
82.5,8.7,0.33,431,88.8,59.49
83.4,2.7,1.96,746,45.5,61.82
105.1,0.8,0.05,317,9.2,94.6
103.6,0.2,0.07,346,3.3,96.44
87.2,1.9,0.39,209,4.4,85.26
103.4,4.3,0.13,279,17.7,77.03
104.4,0.7,0.08,287,14.2,90.8
68.3,13.7,4.26,898,47.2,38
99.4,2.5,0.23,535,204,70.3
99.6,0.4,0.18,520,1610,77.48
99.7,1.5,0.16,512,177,75.48
105.1,0.5,0.06,465,5.8,95.5
109.2,0.9,0.04,464,6.2,93.82
69.4,7,6.24,664,437,35.87
69.2,4.2,2.57,620,260,44.92
65.3,3.4,2.87,1150,79.4,47.46
71,6.3,9.62,1510,28.8,46.81
80,4.2,9.95,1570,43.8,50.75
86.6,8.8,16.4,6100,54.2,47.98
59.2,8.2,5.2,831,28.4,38.96
57.4,7.8,2.25,12000,314,35.38
102.2,3.8,0.17,554,30.4,72.94
90.4,5.5,3.09,845,43.1,55.67
66.2,15.9,7.08,882,51,34.67
40.4,9.8,5.21,625,20,34.63
69,4.8,13.2,1640,18.4,51.4
83.7,3.1,9.69,1310,27.3,59.09
62,2.4,7.63,1480,25.2,49.88
78.3,1.2,1.8,14200,43.8,66.08
90.9,1.8,0.4,590,8,86.16
81.6,0.4,1.08,32000,77.4,71.33
108.5,0.8,0.04,563,6.4,94.3
114.6,0.6,0.01,556,19.5,90.59
94.8,2.6,5.44,1040,14.3,68.08
62,3,5.04,1280,22.9,53.08
120.6,1.3,0.25,743,10.2,83.29
132.5,5.1,4.44,1070,49,48.4
79.9,0.7,0.67,18300,94,72.32
72.8,1.6,1.21,570,77,62.55
95.3,2.1,3.54,1000,27.6,67.62
27.1,2.5,8.36,11600,26.8,35.61
55.2,1,2.79,37700,93.2,51.66
10.5,7.3,10.1,1180,33.3,23.64
26.7,1.9,7.14,17000,42.8,34.14
113,0.7,0.03,621,32.4,85.5
113.2,5.8,0.49,815,41.1,61.3
68.6,1.3,0.2,2610,208,65.25
94.7,0.3,0.1,33700,39.4,86.68
112,2,0.01,810,12.4,85.44
117.6,2,0.01,566,55.8,75.77
127.7,1.9,0.12,828,76.5,72.03
108,1,0.03,553,6.6,93.76
96.6,0.8,0.04,578,6.3,95.22
41.1,12.9,7.99,963,26.6,28.1
46.6,4.5,6.52,12700,15.5,40.96
26,2.2,3.2,36100,29,39.16
26.6,4.9,9.3,3580,22,34.08
65.6,5.5,3.48,32500,50,42.74
55.6,8.4,13.2,1070,13.6,41.16
5.8,23.1,22.7,911,18.9,22.93
38.3,3.2,17,1350,27.4,36.62
47.8,5.3,16.6,1440,34.2,36.68
60.7,1.8,0.01,490,5.4,77.14
25.8,5.9,4.39,980,13.2,34.5
16.9,9.9,15.3,32700,25.5,21.88
5.9,8.9,27.2,2310,13.3,26.67
102.3,1.6,0.11,596,1350,73.69
91,5.2,6.49,749,65,53.02
104.1,7.4,6.87,2690,64.4,49.91
119,1.1,0.02,553,7.2,91.44
104.2,1.9,0.12,528,29,80.64
102.9,0.2,0.01,510,2.8,97.38
100.8,0.2,0.01,502,14,93.73
100.4,0.1,0.01,496,2.6,97.83
110.4,2.1,0.06,490,26.4,79.8
115.3,4.8,4.59,677,35.8,56.23
67.5,6.9,8.18,727,34,43.56
75.1,10.4,10.1,687,52.8,42.54
72.4,1.2,1.68,290,13.9,71.63
77.3,1.5,0.36,356,24,79.99
38.7,4.1,6.17,622,30.3,34.15
37.1,3.6,5.32,612,20,40.23
37.1,1.6,2.66,32900,22.5,50.72
76.2,1.4,2.64,336,12.3,71.66
129.8,1.8,2.9,740,28.6,64.04
122.9,2.6,1.87,7840,53.8,60.25
108.1,0.6,0.01,316,1,95.52
107,1,0.01,405,2.6,94.2
106.1,0.1,0.01,330,13.3,93.53
58,0.1,0.09,762,20,77.2
63.3,0.6,1.07,20900,23.8,68.82
120,0.5,0.02,422,3.3,93.41
97.2,0.3,0.17,12400,16.4,90.98
102.4,1.3,0.05,391,138,77.7
104.3,1.6,0.07,181,1.4,91.19
114.1,1.7,0.03,280,3.6,89.85
107.3,0.9,0.04,204,62.5,81.75
102.3,2.5,0.05,201,3.3,87.81
95.1,0.2,0.03,128,1.2,97.32
106.1,1,0.03,129,1.4,94.02
96.7,1.5,0.03,123,2.2,92.59
84.4,1.2,0.12,177,6.3,90.91
85.7,1.2,0.52,233,18.3,82.7
70.3,1.5,0.47,376,15.8,74.11
92.4,1.6,0.07,135,4.6,91.39
98.2,0.4,0.07,311,458,79.05
97.2,0.6,0.05,369,322,80.59
98.7,1.1,0.05,382,40.3,81.55
98.8,0.8,0.06,403,944,77.8
65.7,1.2,0.34,153,10.5,73.92
74.6,1.9,0.54,824,23.6,74.82
101.1,0,0.1,116,9.9,96.59
61.2,0.8,0.57,13400,23.7,70.51
99.2,3.2,0.05,410,196,70.04
99.7,0.5,0.03,294,28.5,87.81
97.1,2.2,0.05,392,117,74.09
100.2,0.9,0.13,438,24.2,89.69
101.5,1.7,0.04,350,4.4,91.43
99.3,2,0.06,438,18.4,86.16
108.3,0.1,0.03,250,5.4,96.73
100.6,0.4,0.05,292,5.4,96.35
100.6,0.5,0.08,418,9.4,95.59
101,0,0.11,438,15.6,92.65
99.1,0.1,0.04,218,1.8,97.44
94.1,1.6,0.24,322,4,89.2
71.9,2.5,0.59,406,15,69.93
75.8,2.2,0.36,471,9.2,79.96
104.5,0.5,0.03,214,2.2,96.01
105.4,0.2,0.03,435,148,81.63
100.2,1.1,0.04,306,4.6,94
103.6,0.1,0.06,445,2.7,96.86
94,4.8,2.95,685,8.4,68.95
100.5,0.9,0.09,536,3.8,94.03
100.9,0.8,0.02,550,42.7,83.05
93.4,1.9,0.36,196,2.6,86.42
88,1.6,0.5,211,3.4,85.53
91.9,7.7,0.46,298,4.1,73.18
105.6,2.1,0.06,424,2.6,89.03
101.6,1.8,0.11,206,8.3,89.99
101.5,1.1,0.07,206,9,93.49
48.4,1.1,1.53,14000,29.2,54.69
73.1,0.7,0.83,30300,26.7,70.87
94.2,0.7,0.14,194,59.7,81.75
101.3,1.7,0.16,216,46,77.4
76.9,1.5,1.01,306,29.8,69.71
55.3,2.1,2.15,357,32.8,52.76
88.5,1.4,0.44,276,26,78.53
126.6,1.3,0.04,153,1.8,88.4
107.3,7,2.09,286,8.3,67.19
98.5,1.1,0.09,94,4.1,93.34
83.9,1.8,0.51,128,12.2,79.79
81.4,3,1.7,148,23,68.97
78.9,3.5,1.04,155,13.6,67.38
102.2,0.2,0.05,102,3.2,96.85
102.1,0.2,0.04,96,7.2,97.01
101,0.8,0.22,106,4.1,92.62
100.8,0.1,0.58,171,4.2,90.9
78.1,2.7,0.64,205,6.1,76.29
104.6,0,0.14,159,3.5,95.74
104,2.4,0.2,162,2.7,86
88.8,8.2,0.43,249,6,72.67
96.7,0.1,0.02,153,1.5,97.78
101,0.2,0.02,168,2.5,97.38
97.4,1.1,0.06,95,7.4,93.79
42.7,3.5,2.27,251,12.6,46.54
40.4,2.2,1.94,1050,20.8,51.23
86.2,2,0.45,197,4.8,83.95
51.3,1.8,0.87,252,7.2,63.65
42.6,2.1,1.33,264,9.4,57.4
34.2,4.2,1.35,252,7.7,47.11
60.4,4,0.98,244,6.9,59.06
56.6,2.6,0.94,266,6.7,62.21
36.8,2,1.56,266,8.8,55.29
100,0,0.03,200,22.6,93.86
104.9,0.2,0.03,173,58.5,84.54
83,11.1,9.29,2680,9.9,58.16
77,3.6,5.39,1620,10.9,59.89
52.3,12.5,8.82,966,21.3,37.56
92.7,13.3,10.3,826,16.5,55.48
80.9,6,3.72,880,23.3,60.15
69.1,19.2,9.11,3230,24.1,44.03
100.5,6,4.19,1680,23.3,62.25
77.6,5.2,3.5,328,16.3,60.31
74.9,5.7,4.81,351,23.1,56.32
80.6,4.5,4.09,405,19.1,61.03
93.5,4.4,0.83,248,14.7,69.88
98.5,2.9,4.28,307,7,71.94
87.9,3.6,1.18,602,10.6,69.65
90.6,4.3,5.31,755,15.7,62.53
94.9,4.7,1.55,542,37.9,62.81
84.4,4.6,0.58,506,15.5,70.11
75.9,12.3,1.32,1360,14,56.94
82.4,14.4,5.26,1440,15.3,53.71
93.1,1,0.38,225,3.5,89.92
78,11.3,7.93,777,8.1,56.08
92.3,10.2,4.38,650,19.1,58.27
107.2,3.5,0.48,389,19,74.38
61.2,37.4,3.23,1360,12.8,41.81
104.1,5.6,0.46,312,24.6,71.83
92,5.4,0.55,332,36.3,66.67
110.3,1.3,0.11,324,6.8,91.06
107.3,1.1,0.11,351,16.3,88.52
81.6,4.3,1.38,535,9.9,69.66
84.6,7.7,12.4,2790,15.6,56.98
85,4.9,9.88,2330,19.3,60.22
109.2,1.2,0.17,581,13.8,87.02
78.2,3.9,2.77,1420,23,62.89
80.2,3.4,0.79,373,15.9,69.65
98.9,2.1,0.17,332,13.9,84.21
99,2.4,0.33,340,10,84.71
65,10.5,8.22,4620,17.5,44.29
87.3,7.7,7.26,3550,11.5,57.61
107.3,3.3,1.07,942,15.6,70.88
68.2,9.8,4.93,4800,15.6,47.24
92.6,1.1,0.08,252,4.3,93.32
106,2.7,0.74,292,7.6,78.94
77.9,1.9,0.16,349,7.7,84.89
94.4,2.4,0.85,2020,33.5,71.33
93.4,6,0.95,302,12.1,67.54
113.1,0.5,0.03,258,3,94.73
108,1,0.03,271,3.2,93.77
102.3,0.1,0.03,327,2.8,97.41
107.4,0,0.03,320,2,96.96
113.1,0.9,0.03,362,3.2,93.31
109.3,0.7,0.04,202,3.4,94.55
98.1,1.9,0.49,502,18.4,81.32
108.8,1.3,0.12,678,6.6,91.15
98,2.7,0.02,391,4.2,87.63
106.7,1.4,0.01,388,4.9,92.63
100.4,18.1,0.1,457,4.6,73.7
59.7,5.1,0.92,19800,17.7,53.97
85.9,4,1.38,37900,41.4,58.38
113.6,0.1,0.02,498,5.1,95.98
99.4,1.6,0.09,495,5.2,91.24
82.6,3.3,0.23,30500,22.6,75.78
95.8,4.3,0.25,23100,28.8,70.45
115.4,1.8,0.01,220,5.6,89.46
114.8,4.1,0.02,268,7.3,81.08
86.6,1.2,0.01,153,3,93.05
103.6,0,0.02,391,1.9,97.55
110.2,0.9,0.02,398,3.7,93.96
103.4,0.3,0.03,362,17.2,92.95
81.6,1.3,0.03,615,4.8,90.87
95,0.5,0.02,188,1.7,96.54
95.5,0.9,0.02,266,3.4,95.13
101.4,0.2,0.01,246,2.1,97.5
103.5,0.9,0.01,331,2,94.98
110.5,0.3,0.02,213,6.1,95.97
115.1,0.4,0.01,254,4.9,94.96
107.2,0.1,0.06,344,2,96.45
123.2,1.4,0.07,342,4.7,88.46
100.6,6.2,0.01,216,15.7,76.93
114.4,0.9,0.07,327,18.4,88.67
84.4,1.9,0.28,444,52.9,73.51
116,0.9,0.14,481,6.3,91.16
87.5,9.4,3.87,515,22.4,58.67
88,2.3,1.89,493,57.4,64.75
108.6,13.5,0.4,350,9.7,70.11
93.4,12,0.94,379,7.5,66.93
83.8,3.5,0.76,371,7,74.63
111.2,7.2,0.27,400,7,74.72
104.4,14.9,0.22,405,8,72.42
85,4.8,1.61,443,53.7,57.42
97.1,4.4,0.15,560,51.3,68.34
101.4,0.9,0.1,308,9.4,93.84
104,0.8,0.06,349,3.7,94.57
94.2,3.4,0.27,207,6.4,81.55
105,1.4,0.08,259,12,88.01
104.9,3.4,0.16,270,9.6,82.59
82,1.9,0.65,670,59.6,68.88
102.3,9,0.13,466,1220,59.1
103.4,11.8,0.33,477,712,55.02
104.5,7.6,0.1,472,1210,60.42
105.1,0.1,0.04,458,20.4,93.19
113.3,0.6,0.1,447,10.9,89.54
85.1,4.3,0.82,552,328,57.37
85.4,4.9,0.73,524,328,57.52
81.3,2.5,1.26,626,115,60.32
44,7.1,9.22,1150,30.2,32.62
49.8,4.4,7.53,1280,92,34.16
49.6,14.2,15.9,5100,110,24.37
70.6,3.7,2.05,668,88.2,51.17
59.2,4.6,1.58,12000,174,40.78
97.6,5.1,0.43,585,133,62.03
93.5,10,0.32,628,199,58.06
77.9,11.6,1.08,617,255,47.35
43.5,12.2,4.59,635,20.2,35.36
90.6,4.2,8.45,1450,22.8,62.1
53.3,2.7,6.49,1270,24.2,49.33
71,1.7,4.47,1400,53.8,55.83
79.3,1.8,0.96,15900,36,69.49
105.1,3,0.35,559,11.1,77.8
80.7,1.1,0.96,34100,76.4,68.81
120.2,1.1,0.01,494,11.3,87.51
105.5,2.6,3.29,877,13,70.1
85.5,4.6,5.71,1510,24.1,60.79
99.4,2.7,2.59,827,37.4,66.47
114.2,4,0.67,12600,77.5,61.21
71.8,3.2,3.68,758,62.8,51.28
86.5,2,3.13,772,36.8,67.56
15.6,2.8,4.96,11200,32.5,32.87
67.2,1.1,2.77,30400,47.5,57.23
47.1,6.2,4.48,929,59,32.63
47.7,2.3,4.33,14900,48.8,41.34
101.1,0.5,0.02,547,26.4,87.88
93.4,0.8,0.03,617,28.3,86.7
103.2,0.6,1.24,845,22.4,81.89
94.6,1.9,0.41,1160,103,70.7
90.9,0.6,0.43,21500,58.6,77.77
94.5,0.2,0.2,34900,41.4,81.78
103.1,0.6,0.03,776,10.7,91.99
97,0.8,0.25,572,98.6,80
90.1,0.1,0.05,575,9.8,96.88
21,11.2,5.28,865,27.8,23.39
57.7,3.7,6.48,9300,19.6,47.61
57.1,2.7,3.41,33800,21.8,53.14
29.9,1.7,7.27,3180,18.6,44.76
57.3,1.6,3.33,31900,57.1,49.5
61.7,1.4,3.66,36200,73.4,51.9
53,15.6,14.9,1120,21.1,37
20.7,27.4,25.3,960,111,13.15
85,11.8,17.4,1040,72.2,46.15
41.5,9.2,17.3,1240,41.8,26.13
58.2,6.7,12,1230,47,35.43
45.9,1.5,0.01,505,4.6,71.82
38.4,4.1,3.41,909,32.2,36.85
42.9,18.3,12.6,29600,21.1,31.61
12.1,9.6,22.5,2090,13.3,26.79
98.7,0.7,0.01,506,303,80.8
95.1,1.6,2.32,555,177,64.94
72.7,1.5,2.79,624,116,57.37
92.6,0.2,0.01,535,11.1,93.66
138.6,0,0.01,513,9.2,89.22
96.6,0.8,0.06,467,163,79.73
100.3,0,0.01,475,76.8,85.59
97.7,0.3,0.01,515,22.7,93.54
93.1,0.4,0.01,463,113,81.7
108.8,0.4,0.02,439,5.5,95.93
100.1,1,0.04,450,185,79.19
85.9,1.4,1.39,554,244,66.19
96.1,0.2,0.01,460,496,80.53
40,6.2,8.38,781,20.8,36.95
57.7,10.4,10.4,669,70.2,32.36
70.4,0.7,1.67,280,31.9,67.26
74.5,1.6,0.6,351,26.8,70.74
94.2,3.7,4.88,576,40.4,56.12
35.8,3.3,5.21,636,17,40.87
30.7,1.8,3.53,23500,23.8,46.74
73.3,0.9,2.43,306,16,72.17
90.5,0.5,0.05,551,37.2,87.18
88.2,0.5,0.25,1170,98.8,80.29
99.5,0.1,0.01,217,4.5,97.88
98.9,0.1,0.01,253,25,94.1
99.5,0,0.01,440,14.2,94.18
95.6,0.4,0.02,448,49.6,84.52
56.3,0.3,0.08,763,42,67.43
75.9,0.6,0.32,3720,27.6,78.36
106.5,0.5,0.01,402,5.1,96.07
